,layer_1,layer_2,layer_3,layer_4,layer_5,layer_6,layer_7,layer_8,layer_9,layer_10,layer_11,layer_12,layer_13,layer_14,layer_15,layer_16,layer_17,layer_18,layer_19,layer_20,layer_21,layer_22,layer_23,layer_24,layer_25,layer_26,layer_27,layer_28,layer_29
0,0.0,137.83229064941406,95.97138214111328,67.74197387695312,40.74304962158203,19.980518341064453,13.55392074584961,11.339442253112793,9.037025451660156,8.552457809448242,8.192059516906738,8.379318237304688,7.650498390197754,9.685346603393555,10.515301704406738,10.412830352783203,11.093411445617676,10.546438217163086,12.653789520263672,12.721576690673828,14.16544246673584,18.253658294677734,24.540332794189453,31.0069580078125,40.955726623535156,56.597312927246094,122.35708618164062,245.63609313964844,42340.69140625
1,0.0,108.16043853759766,87.58406829833984,61.086830139160156,37.03163146972656,18.51421546936035,11.626087188720703,9.695064544677734,7.922849178314209,7.509289264678955,7.371011257171631,7.4975080490112305,6.526167392730713,7.917710304260254,8.346586227416992,9.292366027832031,9.81705093383789,9.079126358032227,9.995433807373047,10.915608406066895,12.494951248168945,16.135391235351562,21.735939025878906,28.155689239501953,37.78455352783203,48.731502532958984,100.9698486328125,206.62510681152344,29627.59375
2,0.0,132.94247436523438,98.8613510131836,66.26187896728516,45.759300231933594,22.06390380859375,14.321245193481445,11.892918586730957,9.50810432434082,9.62169361114502,8.973051071166992,8.66816520690918,8.350885391235352,9.117801666259766,10.618865966796875,10.485822677612305,10.929405212402344,11.18705940246582,12.129265785217285,13.876561164855957,15.437711715698242,18.364948272705078,24.0898494720459,30.84477424621582,40.113677978515625,55.22176742553711,115.18744659423828,253.63241577148438,39332.515625
3,0.0,133.962158203125,94.2443618774414,67.95578002929688,42.54283905029297,20.447113037109375,13.742679595947266,12.352702140808105,9.22342586517334,9.713418006896973,9.286003112792969,9.495482444763184,8.804729461669922,9.908963203430176,11.031610488891602,11.32065486907959,11.717008590698242,11.422502517700195,12.822834968566895,13.30502700805664,14.757290840148926,18.471588134765625,25.71620750427246,31.716455459594727,41.58193588256836,56.741111755371094,112.10391235351562,303.28790283203125,46428.79296875
4,0.0,154.0965118408203,120.94651794433594,76.54810333251953,51.7607307434082,26.986217498779297,15.717448234558105,13.686635971069336,10.562809944152832,10.324591636657715,9.74222469329834,10.11773681640625,9.409539222717285,12.106012344360352,12.393613815307617,12.851303100585938,13.312894821166992,12.34194278717041,14.52658462524414,15.61503791809082,17.944276809692383,23.373104095458984,29.95267677307129,36.35469436645508,49.91511535644531,68.87489318847656,140.41445922851562,320.8252258300781,48929.58203125
5,0.0,84.0108642578125,68.71566772460938,49.48112106323242,30.84218978881836,14.590441703796387,9.282955169677734,8.301910400390625,6.599820613861084,6.304001808166504,6.395076751708984,6.607280731201172,6.146491527557373,7.261765003204346,8.153646469116211,8.760130882263184,8.663646697998047,8.136777877807617,8.818485260009766,9.863186836242676,11.528717041015625,13.935303688049316,19.119478225708008,24.766817092895508,32.70418167114258,44.9179801940918,93.85075378417969,207.48837280273438,32930.1328125
6,0.0,121.88035583496094,96.93767547607422,61.82996368408203,37.26591491699219,19.35938835144043,11.539459228515625,9.755769729614258,7.759609699249268,7.793586254119873,7.680072784423828,7.4073357582092285,6.651182174682617,8.885027885437012,8.801553726196289,9.296147346496582,9.727185249328613,9.539127349853516,11.218973159790039,11.358607292175293,13.118233680725098,15.78210735321045,21.772441864013672,26.965938568115234,34.86225509643555,53.70342254638672,107.00330352783203,216.18907165527344,34342.2890625
7,0.0,170.80140686035156,135.16319274902344,92.79188537597656,51.866573333740234,27.94361114501953,16.69662857055664,15.093405723571777,12.085846900939941,11.132808685302734,11.053862571716309,11.739407539367676,10.202465057373047,12.067115783691406,12.667012214660645,13.839764595031738,14.06342601776123,12.789631843566895,15.166259765625,16.496944427490234,17.215103149414062,22.47397232055664,30.226123809814453,40.22552490234375,55.896949768066406,67.59944152832031,149.39202880859375,343.8505554199219,57670.43359375
8,0.0,160.77503967285156,129.8906707763672,99.5380859375,54.65544128417969,28.531911849975586,17.341691970825195,14.69139289855957,12.175665855407715,11.79100227355957,11.125426292419434,10.889921188354492,10.411498069763184,12.27508544921875,13.070690155029297,13.609102249145508,14.34334659576416,13.839986801147461,16.357587814331055,17.314668655395508,17.592864990234375,23.93657875061035,30.504846572875977,39.31021499633789,55.2741813659668,73.95784759521484,142.69906616210938,361.90032958984375,61493.41015625
9,0.0,130.8240203857422,105.55165100097656,62.48387145996094,46.67148971557617,23.015459060668945,14.82298469543457,11.910623550415039,10.088238716125488,8.752784729003906,8.472883224487305,8.93664264678955,8.346900939941406,9.855823516845703,10.686543464660645,10.544356346130371,12.070533752441406,10.559342384338379,12.431208610534668,12.236270904541016,14.279873847961426,18.37346839904785,23.339567184448242,30.582839965820312,39.69322967529297,56.20008850097656,110.05462646484375,281.4272155761719,43146.2890625
10,0.0,146.30044555664062,107.11528778076172,74.58518981933594,50.69182205200195,23.8867244720459,16.25556182861328,12.694451332092285,10.624709129333496,9.564803123474121,8.707230567932129,9.226003646850586,8.521398544311523,10.38221263885498,11.145484924316406,11.846632957458496,11.851642608642578,11.506606101989746,13.062421798706055,14.423120498657227,15.707120895385742,19.359285354614258,25.431333541870117,32.105445861816406,42.57769012451172,56.45939254760742,132.369873046875,295.7051086425781,44527.90234375
