,layer_1,layer_2,layer_3,layer_4,layer_5,layer_6,layer_7,layer_8,layer_9,layer_10,layer_11,layer_12,layer_13,layer_14,layer_15,layer_16,layer_17,layer_18,layer_19,layer_20,layer_21,layer_22,layer_23,layer_24,layer_25,layer_26,layer_27,layer_28,layer_29
0,0.0,0.0764453262090683,0.1979488581418991,0.3604545593261719,0.7277953028678894,1.0613667964935303,1.910293459892273,2.899986505508423,5.151673316955566,10.87602424621582,11.985383033752441,15.968635559082031,19.445043563842773,27.591035842895508,53.8702507019043,66.64533233642578,108.1799087524414,109.2476806640625,124.34169006347656,125.8585205078125,198.8592071533203,288.3509216308594,376.9456481933594,665.9744262695312,959.935546875,1225.1158447265625,1740.0001220703125,2750.82861328125,1908.9825439453125
1,0.0,0.06709663569927216,0.16379405558109283,0.3029474914073944,0.6244802474975586,0.9337217807769775,1.488938808441162,2.5562472343444824,4.2033610343933105,9.318970680236816,10.192134857177734,14.521893501281738,18.91362953186035,23.63409996032715,41.92866897583008,58.877689361572266,89.9062271118164,90.39215850830078,104.25424194335938,123.16931915283203,183.55947875976562,225.392822265625,379.1011962890625,573.7286376953125,770.294189453125,1078.188720703125,1475.4571533203125,2335.09765625,1525.7747802734375
2,0.0,0.08114029467105865,0.23964115977287292,0.4576230049133301,0.7541179060935974,1.2125258445739746,2.0852785110473633,3.0561633110046387,4.939724922180176,11.344256401062012,12.824004173278809,17.28512954711914,21.5856990814209,31.22693634033203,51.1029052734375,69.310546875,108.4207992553711,108.74298858642578,118.25017547607422,126.04560852050781,186.96910095214844,251.83334350585938,418.4658203125,636.3430786132812,921.1431884765625,1139.092041015625,1622.382568359375,2642.7880859375,1619.6370849609375
3,0.0,0.08269967883825302,0.22650663554668427,0.4272972047328949,0.8516768217086792,1.2544138431549072,2.3472225666046143,3.3943066596984863,5.682868480682373,12.129735946655273,13.860160827636719,19.271333694458008,22.183448791503906,31.22797393798828,54.35041046142578,66.85477447509766,111.8895034790039,116.92312622070312,122.36492919921875,133.9984130859375,192.06385803222656,258.18475341796875,393.11297607421875,555.9779052734375,836.805419921875,1042.3397216796875,1407.214111328125,2556.55419921875,1480.83544921875
4,0.0,0.09972446411848068,0.24134933948516846,0.4725991487503052,1.0399116277694702,1.392295241355896,2.5183045864105225,4.2176995277404785,7.0357184410095215,14.11369800567627,15.818256378173828,20.91587257385254,30.279891967773438,37.4863395690918,70.59060668945312,83.68699645996094,129.57456970214844,142.62713623046875,163.416748046875,174.03697204589844,269.626953125,319.8579406738281,493.3307189941406,755.795166015625,1127.4693603515625,1416.8485107421875,2142.297119140625,3539.357177734375,2045.3873291015625
5,0.0,0.06134601682424545,0.1518486887216568,0.27661335468292236,0.5724242329597473,0.8213883638381958,1.3123390674591064,2.1056623458862305,3.699361801147461,7.30737829208374,9.040703773498535,12.289865493774414,15.168391227722168,21.467548370361328,34.91872024536133,48.587806701660156,76.95835876464844,87.17328643798828,88.99075317382812,98.65728759765625,158.1670379638672,200.90875244140625,321.2925109863281,508.97027587890625,738.2141723632812,989.8396606445312,1324.841064453125,2004.6466064453125,1438.8074951171875
6,0.0,0.07161964476108551,0.1766204833984375,0.3106031119823456,0.6455684304237366,0.9607462882995605,1.5172991752624512,2.63614821434021,4.4902825355529785,9.331624984741211,10.498629570007324,14.342608451843262,18.632335662841797,23.303388595581055,41.89985275268555,56.60728454589844,92.54682922363281,88.14791870117188,99.49479675292969,120.96544647216797,185.59890747070312,236.8040771484375,371.9935302734375,630.0982666015625,865.2535400390625,1122.9100341796875,1523.6768798828125,2551.912109375,1760.9083251953125
7,0.0,0.10442574322223663,0.2995930314064026,0.5210577845573425,0.9920322895050049,1.5314807891845703,2.669577121734619,4.706493377685547,6.741241455078125,14.890355110168457,16.994871139526367,23.378870010375977,26.474651336669922,35.37447738647461,62.785797119140625,91.33487701416016,136.147216796875,144.4512939453125,155.4667205810547,186.67750549316406,269.85894775390625,341.54058837890625,461.4012145996094,758.3309936523438,1162.4251708984375,1489.982177734375,2001.3651123046875,3305.1025390625,2197.1787109375
8,0.0,0.11733919382095337,0.290913462638855,0.5265578627586365,1.0317726135253906,1.4471495151519775,2.712001085281372,4.2682414054870605,6.800042152404785,14.677966117858887,17.283313751220703,21.899829864501953,28.64484405517578,36.487361907958984,67.96064758300781,89.29275512695312,134.9358367919922,137.3046112060547,143.7333526611328,159.92547607421875,265.4256896972656,316.1324157714844,526.9484252929688,784.0137329101562,1195.70068359375,1464.4906005859375,1967.1358642578125,3346.99658203125,2167.3642578125
9,0.0,0.08621708303689957,0.2109786570072174,0.4075222909450531,0.8007081747055054,1.295121669769287,2.1853466033935547,3.532618761062622,5.405343055725098,11.834783554077148,12.653388977050781,16.776535034179688,20.7034969329834,29.010473251342773,49.30440139770508,71.99372863769531,98.41445922851562,109.0884017944336,127.04994201660156,140.79847717285156,203.7080078125,286.6523742675781,390.9799499511719,653.0269165039062,1035.2864990234375,1200.787353515625,1647.0557861328125,2510.298583984375,1663.448486328125
