,layer_1,layer_2,layer_3,layer_4,layer_5,layer_6,layer_7,layer_8,layer_9,layer_10,layer_11,layer_12,layer_13,layer_14,layer_15,layer_16,layer_17,layer_18,layer_19,layer_20,layer_21,layer_22,layer_23,layer_24,layer_25,layer_26,layer_27,layer_28,layer_29
0,0.0,0.000792217964772135,0.0015583663480356336,0.002527788979932666,8.47033977508545,9.22921085357666,9.087703704833984,9.439017295837402,9.39404296875,9.560924530029297,8.939377784729004,9.204633712768555,9.481501579284668,10.436139106750488,9.531230926513672,9.997446060180664,10.022991180419922,10.836298942565918,9.817676544189453,10.876717567443848,9.871678352355957,10.865440368652344,10.439326286315918,10.706361770629883,11.03324031829834,12.310211181640625,11.373490333557129,5.339195728302002,3.4454891681671143
1,0.0,0.0007337733986787498,0.0014856563648208976,0.002363549778237939,8.806783676147461,9.76777172088623,8.938899040222168,8.561168670654297,8.649425506591797,9.221221923828125,10.34436321258545,9.22562313079834,9.909489631652832,9.730313301086426,9.559250831604004,9.867412567138672,10.569059371948242,9.701157569885254,10.09626293182373,10.8079195022583,10.423296928405762,10.478475570678711,11.158573150634766,10.302362442016602,10.953500747680664,12.383872985839844,11.390859603881836,5.720912933349609,4.064119338989258
2,0.0,0.0008296590531244874,0.0016610886668786407,0.002819793066009879,8.251837730407715,9.544468879699707,8.72160816192627,8.570897102355957,8.80517292022705,9.864933967590332,8.218892097473145,9.160200119018555,10.096759796142578,10.852188110351562,10.906062126159668,9.685050964355469,9.924047470092773,10.744868278503418,10.901599884033203,10.969517707824707,10.238170623779297,10.833944320678711,10.476964950561523,11.362637519836426,11.293532371520996,10.89277172088623,11.301334381103516,5.673600196838379,3.337080240249634
3,0.0,0.0008818067726679146,0.0018013822846114635,0.0028973515145480633,8.046064376831055,8.703783988952637,8.704922676086426,8.793150901794434,8.492133140563965,8.566878318786621,8.979791641235352,9.3054780960083,9.445928573608398,10.28033447265625,9.77810001373291,9.402280807495117,10.401387214660645,10.372342109680176,10.468026161193848,10.399557113647461,9.928387641906738,10.461777687072754,10.78093433380127,11.251993179321289,11.660469055175781,11.597393035888672,10.942412376403809,5.423511981964111,3.535911798477173
4,0.0,0.0009517225553281605,0.0018603693461045623,0.0030750243458896875,8.72887134552002,8.994332313537598,9.335502624511719,9.37613296508789,8.647347450256348,8.870126724243164,8.426545143127441,9.808442115783691,10.409393310546875,9.685442924499512,10.479227066040039,9.93729019165039,9.489863395690918,10.395097732543945,10.437996864318848,10.402918815612793,10.196023941040039,10.44161319732666,10.014229774475098,11.110827445983887,11.618569374084473,12.825267791748047,12.083047866821289,6.297232627868652,4.1967620849609375
5,0.0,0.0007801324245519936,0.0014635504921898246,0.0023185487370938063,7.925691604614258,8.680706977844238,8.6858491897583,9.290715217590332,8.905797004699707,8.682723045349121,9.122698783874512,9.244425773620605,10.343914985656738,9.60814094543457,9.849102020263672,10.321268081665039,10.227389335632324,10.735579490661621,10.319501876831055,10.664811134338379,9.708160400390625,10.241910934448242,10.929262161254883,10.756250381469727,11.385887145996094,11.84315299987793,11.146141052246094,5.291699409484863,3.485947370529175
6,0.0,0.0007490421994589269,0.0014481173129752278,0.0023448162246495485,8.154424667358398,9.183308601379395,9.245346069335938,8.399455070495605,8.721064567565918,8.35303020477295,9.29079818725586,8.995061874389648,9.345234870910645,10.278658866882324,10.570934295654297,10.591055870056152,9.894707679748535,9.398725509643555,10.549467086791992,10.559184074401855,10.95797061920166,10.287681579589844,10.177391052246094,10.216938018798828,11.315397262573242,11.910127639770508,10.93460750579834,5.614579200744629,3.7086284160614014
7,0.0,0.0009508433868177235,0.001913933316245675,0.003080517053604126,8.467364311218262,8.8124361038208,9.006485939025879,9.427008628845215,8.788978576660156,9.534749984741211,8.91418170928955,9.424458503723145,10.248191833496094,10.278526306152344,9.748322486877441,9.661149024963379,10.698637008666992,10.3449125289917,9.572919845581055,9.38940715789795,10.572250366210938,10.316730499267578,10.346334457397461,10.574675559997559,10.859478950500488,11.681979179382324,11.13772964477539,6.079278945922852,3.868776559829712
8,0.0,0.0009692249586805701,0.0019565026741474867,0.003271607682108879,8.262271881103516,8.97496509552002,8.936443328857422,8.564806938171387,8.673731803894043,8.710569381713867,9.198354721069336,9.135369300842285,10.1735200881958,9.794954299926758,10.081531524658203,9.402705192565918,11.17870807647705,11.040005683898926,10.841646194458008,9.99268627166748,10.481599807739258,10.19880485534668,10.358282089233398,10.65146541595459,11.362582206726074,12.28518009185791,11.927266120910645,5.597334861755371,3.4750845432281494
9,0.0,0.0008506439044140279,0.0017213292885571718,0.0029132976196706295,8.118064880371094,8.955713272094727,9.051861763000488,9.478754043579102,8.60551929473877,9.356000900268555,9.171293258666992,8.718852043151855,10.366996765136719,9.243021965026855,9.680269241333008,9.40965461730957,10.511094093322754,10.33132266998291,10.406182289123535,10.088072776794434,10.70362377166748,10.476472854614258,10.53844928741455,10.454145431518555,11.01495361328125,12.372037887573242,11.089885711669922,5.456033229827881,3.114744186401367
