,layer_1,layer_2,layer_3,layer_4,layer_5,layer_6,layer_7,layer_8,layer_9,layer_10,layer_11,layer_12,layer_13,layer_14,layer_15,layer_16,layer_17,layer_18,layer_19,layer_20,layer_21,layer_22,layer_23,layer_24,layer_25,layer_26,layer_27,layer_28,layer_29,layer_30,layer_31,layer_32,layer_33,layer_34,layer_35,layer_36,layer_37
0,0.0,0.00020606169709935784,0.002346980618312955,0.004501978866755962,0.015991918742656708,0.047589343041181564,0.08296994119882584,1.2444953918457031,1.3657866716384888,1.5067509412765503,2.568546772003174,3.459892749786377,5.010327339172363,10.515020370483398,12.026815414428711,17.990598678588867,29.43815040588379,46.32698059082031,78.48828125,117.69639587402344,212.99072265625,273.8931884765625,313.1197509765625,474.238037109375,734.7395629882812,1174.5157470703125,1378.1190185546875,1843.7852783203125,2123.813232421875,3349.240234375,3933.965576171875,6025.158203125,7411.50927734375,9211.0283203125,11949.9833984375,30997.353515625,989.0230712890625
1,0.0,0.0001920221548061818,0.0020322143100202084,0.0039548869244754314,0.013802088797092438,0.04221871495246887,0.06816911697387695,1.1698423624038696,1.259334921836853,1.423591136932373,2.22795033454895,3.3439478874206543,4.188626289367676,9.157041549682617,10.785118103027344,16.523134231567383,23.785728454589844,38.986717224121094,71.7920913696289,99.166259765625,186.56591796875,243.44241333007812,261.6331481933594,395.0769958496094,617.6180419921875,952.7883911132812,1145.154541015625,1441.9613037109375,1884.2186279296875,2569.759521484375,3259.1923828125,4938.84814453125,6036.79736328125,7411.8671875,9974.33203125,22223.19140625,838.3540649414062
2,0.0,0.0002270416880492121,0.002712394343689084,0.005017698742449284,0.017285360023379326,0.050663094967603683,0.0833604484796524,1.2299097776412964,1.2930010557174683,1.5036876201629639,2.442136287689209,3.788879632949829,5.378910541534424,11.743277549743652,13.893160820007324,20.9976806640625,29.35857391357422,24347.998046875,23342.09375,26621.37890625,23353.46875,25838.326171875,26357.873046875,27332.9375,26122.28125,25411.517578125,24372.513671875,25706.8828125,23981.505859375,23016.169921875,25676.748046875,24747.06640625,24904.220703125,23283.98828125,27210.537109375,25001.728515625,726.5857543945312
3,0.0,0.0002256309089716524,0.0027852521743625402,0.0055200266651809216,0.01743989624083042,0.05638997256755829,0.09466773271560669,1.1676087379455566,1.3605101108551025,1.559069275856018,2.6849966049194336,4.089816570281982,5.466528415679932,12.689810752868652,15.396848678588867,21.43405532836914,30.64057159423828,48.93955612182617,89.7944107055664,121.3160400390625,206.744384765625,289.38629150390625,323.7235107421875,478.53350830078125,759.6755981445312,1200.309814453125,1551.1378173828125,1731.072265625,2281.3017578125,3044.57470703125,3963.61767578125,4921.85009765625,6450.1845703125,8534.712890625,11140.9072265625,26901.58203125,909.3659057617188
4,0.0,0.00024540157755836844,0.0031270619947463274,0.006084614899009466,0.020055560395121574,0.060675736516714096,0.10064853727817535,1.2870012521743774,1.2575708627700806,1.5957725048065186,3.0044548511505127,4.495260238647461,5.807256698608398,13.180264472961426,15.911672592163086,24.89691925048828,37.38642501831055,60.28354263305664,104.78501892089844,146.5122833251953,287.48175048828125,331.8581848144531,404.7982177734375,561.3969116210938,915.9480590820312,1427.5948486328125,1851.318359375,2282.931640625,2887.209716796875,3626.52978515625,4195.13330078125,6493.80810546875,8160.91162109375,10097.5615234375,14218.7177734375,34157.95703125,934.87939453125
5,0.0,0.00020553528156597167,0.002009648596867919,0.003950938116759062,0.01239167433232069,0.037111133337020874,0.05777766555547714,1.1134638786315918,1.1724680662155151,1.3523503541946411,1.9949349164962769,2.898847818374634,4.1643548011779785,7.866783142089844,9.74085521697998,13.708442687988281,22.184574127197266,34.98480224609375,57.06349563598633,83.79655456542969,156.50962829589844,203.1458282470703,213.1485137939453,335.8959045410156,529.6907958984375,785.8687744140625,1064.0635986328125,1430.91162109375,1700.4775390625,2507.924560546875,3035.438232421875,4578.49609375,5617.830078125,6763.4921875,9681.521484375,22841.365234375,766.5496215820312
6,0.0,0.00019540460198186338,0.0021882944274693727,0.0041032880544662476,0.01367049477994442,0.03630857169628143,0.06082660332322121,1.137942910194397,1.3110530376434326,1.477670431137085,2.224281072616577,3.0209708213806152,4.226655006408691,8.405172348022461,11.295674324035645,14.863225936889648,23.980440139770508,321.33673095703125,364.7894592285156,368.0211486816406,466.68341064453125,540.9677734375,566.8927001953125,720.0346069335938,953.6925659179688,1367.79931640625,1631.954345703125,1964.060546875,2146.805908203125,3100.03955078125,4031.217529296875,5986.6875,6825.56298828125,8582.8603515625,11905.2041015625,26186.81640625,912.4534301757812
7,0.0,0.0002695269067771733,0.003521356265991926,0.006003484129905701,0.020185736939311028,0.060233987867832184,0.10238237679004669,1.1778484582901,1.4396789073944092,1.5976908206939697,3.0388386249542236,4.725775718688965,6.46377420425415,14.029305458068848,18.056058883666992,22.620437622070312,38.81507873535156,118.43730926513672,172.90245056152344,229.7799072265625,359.7650146484375,421.9687805175781,473.154296875,687.4646606445312,1046.04638671875,1503.073486328125,1891.5216064453125,2501.425048828125,2872.566162109375,3894.18310546875,5042.2587890625,6714.23779296875,8187.400390625,11084.60546875,14207.01171875,32646.09375,1082.2054443359375
8,0.0,0.00027350892196409404,0.003627004800364375,0.006639685016125441,0.01982443779706955,0.05904353782534599,0.10243092477321625,1.252421498298645,1.350016713142395,1.6451014280319214,2.8703420162200928,4.45208215713501,6.2911577224731445,13.247496604919434,18.24518394470215,25.17827796936035,41.322120666503906,266.1007080078125,304.0316467285156,374.8229064941406,500.81512451171875,536.244384765625,634.4517822265625,839.619140625,1161.985107421875,1733.2779541015625,2128.765625,2465.863525390625,3130.6201171875,4011.218994140625,4678.5,6620.04833984375,8012.2275390625,10798.875,13950.6611328125,33857.25390625,952.5670166015625
9,0.0,0.00022148765856400132,0.0026310512330383062,0.005231933668255806,0.01706312596797943,0.05605616047978401,0.08607690781354904,1.1269142627716064,1.2991193532943726,1.4688305854797363,2.5339367389678955,3.733809232711792,5.286719799041748,11.24521541595459,14.192556381225586,20.185279846191406,33.541568756103516,45.99009323120117,77.60306549072266,116.17425537109375,190.2083740234375,260.37286376953125,312.05181884765625,452.1822814941406,747.92919921875,1201.6563720703125,1353.9246826171875,1840.5054931640625,2071.525146484375,2989.82666015625,3478.40966796875,4514.576171875,6024.134765625,7810.9345703125,8958.3662109375,25727.259765625,838.311767578125
10,0.0,0.00022736034588888288,0.0028404714539647102,0.004806692246347666,0.018209099769592285,0.05411843955516815,0.09297267347574234,1.2155077457427979,1.2876379489898682,1.519068717956543,2.4793176651000977,3.9895198345184326,5.264690399169922,10.840567588806152,13.90463924407959,19.799251556396484,31.287927627563477,47.729270935058594,91.90217590332031,142.69906616210938,229.30453491210938,294.94287109375,354.3081970214844,507.8603820800781,798.170654296875,1347.68798828125,1643.304443359375,1880.61083984375,2464.44873046875,3351.082275390625,3788.545654296875,5496.67138671875,6530.9384765625,7985.1494140625,11441.2294921875,28356.97265625,1000.602783203125
11,0.0,0.00023593357764184475,0.002580265747383237,0.005573621951043606,0.017800122499465942,0.052778299897909164,0.09035254269838333,1.244095802307129,1.3280569314956665,1.432114601135254,2.7601022720336914,4.339136123657227,5.688733100891113,11.909131050109863,16.41448974609375,22.07062530517578,34.80443572998047,27427.748046875,27133.900390625,27831.990234375,27561.279296875,29035.201171875,27729.1015625,29191.033203125,28833.474609375,27662.6328125,29278.712890625,30028.447265625,32356.939453125,26499.556640625,27899.333984375,25443.728515625,31255.58203125,30638.4375,33057.36328125,31672.7890625,1188.5927734375
12,0.0,0.00023411045549437404,0.002700093435123563,0.004917156416922808,0.017711712047457695,0.05110340937972069,0.08261623978614807,1.1859989166259766,1.2963309288024902,1.5682909488677979,2.5267467498779297,3.8751890659332275,5.244804382324219,11.804649353027344,14.38364315032959,22.315189361572266,32.33169174194336,57.037841796875,86.6083984375,136.03550720214844,246.08651733398438,326.66668701171875,382.3503112792969,550.0833129882812,923.0042724609375,1475.8743896484375,1818.26611328125,2031.3153076171875,2487.4697265625,3514.718994140625,4806.8740234375,7072.43310546875,8084.28271484375,10735.6923828125,14094.4453125,37680.94140625,1171.598388671875
13,0.0,0.0002299800398759544,0.002909897593781352,0.005704866722226143,0.0189878661185503,0.05450433865189552,0.09743350744247437,1.2123924493789673,1.2726309299468994,1.6406348943710327,2.6368534564971924,3.962550640106201,5.153027534484863,11.774502754211426,16.234712600708008,22.71406364440918,33.67214584350586,55.68008041381836,103.15193176269531,148.89207458496094,260.52569580078125,364.3805847167969,409.55859375,594.5301513671875,898.0753784179688,1575.0357666015625,1715.47119140625,2465.21240234375,3002.810546875,3616.99755859375,5012.51904296875,7189.57275390625,8688.4287109375,11351.5625,14482.2568359375,34964.6328125,1173.9879150390625
