,layer_1,layer_2,layer_3,layer_4,layer_5,layer_6,layer_7,layer_8,layer_9,layer_10,layer_11,layer_12,layer_13,layer_14,layer_15,layer_16,layer_17,layer_18,layer_19,layer_20,layer_21,layer_22,layer_23,layer_24,layer_25,layer_26,layer_27,layer_28,layer_29,layer_30,layer_31,layer_32,layer_33,layer_34,layer_35,layer_36,layer_37
0,0.0,0.00011551988427527249,0.0003163804649375379,0.0005965714808553457,0.001154705765657127,0.002316257217898965,0.0038347288500517607,0.006025771610438824,0.008662034757435322,0.011499256826937199,0.013487368822097778,0.015533020719885826,0.019298482686281204,0.025244122371077538,0.03468699753284454,0.0413510836660862,0.05635926499962807,0.07054269313812256,0.09732402861118317,0.1216963529586792,0.18524643778800964,0.24438703060150146,0.29951512813568115,0.40788188576698303,0.6712219715118408,1.036638617515564,1.3855317831039429,1.6734541654586792,2.346038579940796,3.227949619293213,4.205951690673828,6.215909481048584,8.20492935180664,14.036078453063965,20.43651580810547,51.57954025268555,1.274154782295227
1,0.0,0.00010531413863645867,0.0002833457838278264,0.0005283654318191111,0.0010122741805389524,0.002077530836686492,0.0035182705614715815,0.0056823426857590675,0.008275005966424942,0.010926477611064911,0.012755540199577808,0.014331793412566185,0.017632603645324707,0.023681357502937317,0.03206153213977814,0.03932184725999832,0.05458992347121239,0.07256633043289185,0.10124034434556961,0.12517620623111725,0.1889289766550064,0.24785837531089783,0.3108055293560028,0.4318845272064209,0.7111615538597107,1.0654371976852417,1.4883639812469482,1.8051526546478271,2.505357265472412,3.415452003479004,4.394564628601074,6.460068702697754,8.79189682006836,13.798090934753418,20.30064582824707,51.24390411376953,1.1584123373031616
2,0.0,0.00013086915714666247,0.00034104957012459636,0.0006355270161293447,0.0012162443017587066,0.0024820605758577585,0.004161023069173098,0.00654502771794796,0.009512682445347309,0.012344934046268463,0.014107578434050083,0.015936048701405525,0.01994641125202179,0.02597830444574356,0.03505491465330124,0.04238267242908478,0.05646372586488724,49.943580627441406,47.588417053222656,50.91356658935547,50.221641540527344,44.9798698425293,48.421058654785156,45.79443359375,50.276222229003906,51.57861328125,49.28779983520508,49.39082717895508,48.850128173828125,52.30308151245117,48.72336196899414,59.06370544433594,56.483577728271484,61.1462516784668,70.21165466308594,53.41984939575195,1.1574753522872925
3,0.0,0.00013025010412093252,0.0003434270911384374,0.0006474049296230078,0.0011969704646617174,0.0025156952906399965,0.004129280336201191,0.006456275004893541,0.009171494282782078,0.01215528417378664,0.014039936475455761,0.01606283336877823,0.01983046904206276,0.026392247527837753,0.03465587645769119,0.04369208589196205,0.05611410737037659,0.07012069970369339,0.09568557143211365,0.12340058386325836,0.1882331371307373,0.23958948254585266,0.2872622311115265,0.4111388027667999,0.6626747250556946,1.0224863290786743,1.3110426664352417,1.641150951385498,2.2865617275238037,3.0902535915374756,4.020536422729492,5.9810590744018555,8.179330825805664,14.637789726257324,21.215579986572266,62.01741027832031,1.4682025909423828
4,0.0,0.0001397245650878176,0.00036062742583453655,0.0006691325106658041,0.0012791031040251255,0.002656602067872882,0.004443866666406393,0.006915583740919828,0.009914020076394081,0.012765743769705296,0.014863496646285057,0.01697801984846592,0.020791325718164444,0.026516469195485115,0.03489189222455025,0.04263720288872719,0.05528721958398819,0.06913124769926071,0.09531135112047195,0.12205222994089127,0.1857311725616455,0.24110913276672363,0.29589003324508667,0.42065101861953735,0.6596870422363281,1.0375126600265503,1.387952208518982,1.8090320825576782,2.52774715423584,3.838229179382324,4.516935348510742,7.0616021156311035,9.639537811279297,17.607973098754883,25.54361915588379,84.96742248535156,2.022022247314453
5,0.0,0.00011917919619008899,0.0003111549303866923,0.0005845494451932609,0.0010753348469734192,0.0020442104432731867,0.003409682773053646,0.0055263773538172245,0.008170079439878464,0.010821346193552017,0.012537657283246517,0.014191687107086182,0.0177663192152977,0.02410191483795643,0.032858096063137054,0.041386764496564865,0.057907771319150925,0.07543907314538956,0.10426978766918182,0.12949849665164948,0.19237980246543884,0.2466132789850235,0.3073829710483551,0.4141484498977661,0.6861517429351807,1.014012098312378,1.3454844951629639,1.6925779581069946,2.365025281906128,3.308302402496338,4.106319904327393,6.199573516845703,8.171353340148926,14.482564926147461,21.2154541015625,52.02106475830078,1.1545469760894775
6,0.0,0.00011092785280197859,0.0003044784825760871,0.0005831524613313377,0.0010171637404710054,0.0020534556824713945,0.003361546667292714,0.005445998162031174,0.00796685740351677,0.010799890384078026,0.012715015560388565,0.014616506174206734,0.01798044890165329,0.024337658658623695,0.0337195061147213,0.04167148098349571,0.05694621056318283,4.281656265258789,3.7345387935638428,3.7312450408935547,3.855985641479492,3.7603559494018555,3.758866310119629,4.078874111175537,4.123167037963867,4.713901996612549,4.897961616516113,5.245733261108398,5.901123523712158,7.015299320220947,8.287454605102539,10.22452163696289,12.725579261779785,17.752426147460938,24.323360443115234,56.85693359375,1.4044523239135742
7,0.0,0.0001395648723701015,0.0004141352837905288,0.0007179367239587009,0.0013100110227242112,0.0025694118812680244,0.0042937095277011395,0.006576120387762785,0.009397595189511776,0.012316154316067696,0.014275921508669853,0.016458118334412575,0.020566768944263458,0.0270535908639431,0.035474326461553574,0.04250582680106163,0.05474773794412613,68.39086151123047,63.779945373535156,62.46446228027344,61.37309646606445,64.75958251953125,57.7789306640625,65.30118560791016,63.11540985107422,60.27716827392578,60.47650146484375,65.88323211669922,62.212120056152344,61.2636604309082,65.75928497314453,67.16473388671875,75.8984146118164,77.13323974609375,89.98601531982422,100.0660400390625,2.0148487091064453
8,0.0,0.0001491555740358308,0.0003983496280852705,0.000729383435100317,0.001373468665406108,0.0027675244491547346,0.00455821305513382,0.0069730025716125965,0.009974542073905468,0.012818364426493645,0.014887392520904541,0.0170733705163002,0.020966721698641777,0.026971885934472084,0.03593113645911217,0.043967265635728836,0.05622066184878349,1.8622522354125977,1.9118638038635254,2.170513868331909,2.113999128341675,2.240584135055542,2.1792173385620117,2.3309199810028076,2.675313711166382,3.0785319805145264,3.479891777038574,3.8474068641662598,4.579704284667969,5.625522136688232,6.773075580596924,9.16433048248291,11.43039608001709,20.929414749145508,27.524211883544922,80.54505920410156,1.922156572341919
9,0.0,0.00012534619600046426,0.0003294549242127687,0.0006135030998848379,0.001298409653827548,0.0026879548095166683,0.004561704117804766,0.007004743907600641,0.010122465901076794,0.013133580796420574,0.014977709390223026,0.016621723771095276,0.020545922219753265,0.02678285725414753,0.03530530631542206,0.04413728415966034,0.0579083189368248,0.07396295666694641,0.10236101597547531,0.1276593953371048,0.2079046368598938,0.2491590976715088,0.3201878070831299,0.4365502893924713,0.6856259703636169,1.0703924894332886,1.3535140752792358,1.7734586000442505,2.45394229888916,3.2085154056549072,4.217222690582275,6.284961223602295,8.296010971069336,14.003056526184082,21.33580207824707,68.96695709228516,1.4169468879699707
