,layer_1,layer_2,layer_3,layer_4,layer_5,layer_6,layer_7,layer_8,layer_9,layer_10,layer_11,layer_12,layer_13,layer_14,layer_15,layer_16,layer_17,layer_18,layer_19,layer_20,layer_21,layer_22,layer_23,layer_24,layer_25,layer_26,layer_27,layer_28,layer_29,layer_30,layer_31,layer_32,layer_33,layer_34,layer_35,layer_36,layer_37
0,0.0,0.0001138340012403205,0.0003088282828684896,0.0005951960920356214,0.001143804402090609,0.002281244145706296,0.003790650749579072,4.0844950675964355,4.4979472160339355,4.333456516265869,4.622286796569824,4.384708404541016,4.4694108963012695,4.376371383666992,4.4428863525390625,3.904501438140869,4.362105846405029,4.48972225189209,4.817653656005859,4.587732791900635,5.125570774078369,4.8195390701293945,5.019620418548584,5.266355991363525,5.210286617279053,5.7143683433532715,6.0438947677612305,6.786106109619141,7.748115539550781,8.27431583404541,8.886627197265625,10.53552532196045,12.917096138000488,18.276079177856445,24.883359909057617,54.02530288696289,1.1441682577133179
1,0.0,0.00010485699021955952,0.0002748362021520734,0.0005488902679644525,0.001050229067914188,0.002066348446533084,0.0035778686869889498,4.276686668395996,4.106436252593994,4.078562259674072,4.049508571624756,4.321646690368652,4.206462860107422,4.23582649230957,4.578511714935303,4.164145469665527,4.392796993255615,4.597054481506348,4.907033443450928,5.077871799468994,4.912861347198486,4.610135078430176,5.36082649230957,5.21167516708374,5.508854866027832,5.753149509429932,6.230000972747803,6.804713726043701,7.420094013214111,8.078476905822754,9.89151668548584,11.153580665588379,13.503151893615723,18.605243682861328,24.48575210571289,51.16852951049805,1.2361674308776855
2,0.0,0.0001280817377846688,0.0003486261994112283,0.0006667823763564229,0.0012561787152662873,0.0025105311069637537,0.004181112628430128,4.171770095825195,4.432287693023682,4.159770965576172,4.042071342468262,4.237653732299805,4.141330242156982,4.114358425140381,4.214841842651367,4.27380895614624,4.172956943511963,39.585689544677734,42.126304626464844,40.07693099975586,42.08448028564453,44.270320892333984,45.54113006591797,43.50090789794922,41.23861312866211,42.930938720703125,41.411800384521484,43.2481803894043,41.535465240478516,43.27440643310547,45.437477111816406,49.16425323486328,49.15064239501953,55.579795837402344,60.07906723022461,54.08694839477539,1.2694429159164429
3,0.0,0.00012813383364118636,0.00033031904604285955,0.000651717244181782,0.0012570912949740887,0.0025767083279788494,0.004246147349476814,4.410157203674316,4.357489109039307,4.154388427734375,4.205729007720947,4.44568395614624,4.137505531311035,4.075173377990723,4.135761260986328,4.299540042877197,4.33494758605957,4.934299945831299,4.842372417449951,4.886189937591553,4.988144397735596,4.969834327697754,5.0560479164123535,5.007694244384766,5.152690887451172,5.765831470489502,6.088345050811768,6.428499221801758,7.30855131149292,8.159116744995117,8.91452407836914,10.602313041687012,13.0819091796875,19.0952205657959,26.31682586669922,61.79912185668945,1.5363978147506714
4,0.0,0.00013676278467755765,0.0003691135789267719,0.0007161296089179814,0.0013681731652468443,0.002767689060419798,0.0045287334360182285,4.037479877471924,4.388254165649414,4.253537178039551,4.366365432739258,4.365960597991943,4.428384780883789,4.380992412567139,4.212345123291016,4.005998611450195,4.348297595977783,4.976223945617676,4.708996295928955,4.695361614227295,4.872228622436523,5.212594985961914,5.104374885559082,5.0612874031066895,5.399266242980957,5.806052207946777,5.921421051025391,6.46608304977417,7.498376846313477,8.490503311157227,9.416343688964844,12.284043312072754,14.546516418457031,20.658235549926758,30.824871063232422,91.43309783935547,2.2279679775238037
5,0.0,0.00011770309356506914,0.00030063826125115156,0.0005785757675766945,0.0010937863262370229,0.00207778112962842,0.003477563615888357,4.425699234008789,4.466526508331299,4.176056861877441,4.314544200897217,4.398024559020996,4.633793354034424,4.1824493408203125,4.431691646575928,4.226386070251465,4.488203048706055,5.105482578277588,5.19970178604126,4.72880220413208,4.913366317749023,5.014647960662842,5.419773578643799,5.248606204986572,5.31587028503418,5.757113933563232,6.449173450469971,6.358464241027832,6.889107704162598,8.252097129821777,8.788445472717285,11.099007606506348,12.794096946716309,18.635122299194336,25.09528350830078,53.906455993652344,1.1770991086959839
6,0.0,0.00011179536522831768,0.0003083335468545556,0.0005806614062748849,0.0010542740346863866,0.002085745334625244,0.003451105672866106,3.853644609451294,4.361779689788818,4.064404010772705,4.254297256469727,4.4398322105407715,4.222756385803223,4.644765377044678,4.079921722412109,4.115583419799805,4.161764144897461,13.299295425415039,14.150898933410645,13.473297119140625,12.671473503112793,13.11888599395752,13.033503532409668,14.29212474822998,13.6231689453125,14.942695617675781,15.075723648071289,15.614461898803711,16.140941619873047,16.598575592041016,16.956233978271484,20.06199836730957,21.981945037841797,28.05056381225586,35.995635986328125,61.52947235107422,1.3429514169692993
7,0.0,0.00013666517043020576,0.00038329200469888747,0.0007024190854281187,0.0012792571214959025,0.002560686320066452,0.004245092626661062,4.421206951141357,4.144863128662109,4.430849075317383,4.399894714355469,4.498602867126465,4.255650520324707,4.542984485626221,4.262142658233643,4.346988677978516,4.267826080322266,83.26932525634766,83.94916534423828,91.13737487792969,89.55783081054688,83.21028900146484,86.43392944335938,86.32080078125,85.62094116210938,86.67279052734375,82.24557495117188,88.10468292236328,86.62321472167969,85.5274887084961,90.35356903076172,96.30198669433594,90.1146011352539,107.86189270019531,109.65888214111328,98.57780456542969,2.074737548828125
8,0.0,0.0001481788494857028,0.00039527969784103334,0.0007441792986355722,0.0013822605833411217,0.0028706961311399937,0.00462613208219409,4.190768241882324,4.065577030181885,4.417149543762207,3.960822105407715,4.424920082092285,4.088756561279297,4.275030136108398,3.917271614074707,4.3758416175842285,4.2891716957092285,9.02182388305664,9.667010307312012,9.744609832763672,9.395483016967773,9.510910987854004,9.871600151062012,9.550121307373047,10.50383472442627,11.015439987182617,11.310338973999023,10.57433795928955,12.3340482711792,13.41384506225586,13.960362434387207,16.150094985961914,18.563779830932617,26.84317970275879,34.72343826293945,84.60739135742188,1.943075180053711
9,0.0,0.00012601609341800213,0.00033266781247220933,0.0006334989448077977,0.0012924488401040435,0.002704914193600416,0.004493292421102524,4.7853684425354,4.229804515838623,4.3487420082092285,4.041700839996338,4.50988245010376,4.323181629180908,4.376703262329102,4.255337238311768,4.242948532104492,4.126513957977295,4.460481643676758,4.796442031860352,4.949132919311523,4.510429859161377,4.663634300231934,4.8266448974609375,5.26715612411499,5.21270227432251,5.8734235763549805,6.253645896911621,6.326380252838135,7.148860454559326,8.261301040649414,9.028914451599121,11.129085540771484,13.141703605651855,19.124181747436523,26.348358154296875,64.13153839111328,1.400126338005066
